trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9950124791926823}",20,0,-151.89034698720366,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9900498337491681}",25,0,-54.30804587714995,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9851119396030626}",20,0,-46.16088872143732,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9801986733067553}",30,0,-185.51769888447728,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9753099120283326}",25,0,-168.61182274584584,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9704455335485082}",25,0,-231.0101451398989,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 4}",0
7,False,"{'a': 0.5, 'e': 0.9656054162575665}",20,0,-60.09545524640408,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9607894391523232}",20,8,-21.264464996656976,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.9559974818331}",30,0,-185.86009168980019,"{0: 15, 1: 2, 2: 11, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.951229424500714}",25,0,-129.42758406566367,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9464851479534838}",25,0,-129.836386951234,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9417645335842487}",35,0,-210.2143364372176,"{0: 18, 1: 8, 2: 6, 3: 0, 4: 3}",0
13,False,"{'a': 0.5, 'e': 0.9370674633774034}",25,5,-82.76885293432629,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",1
14,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,0,-29.247084227378252,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9277434863285529}",25,15,-36.8169118783237,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
16,False,"{'a': 0.5, 'e': 0.9231163463866358}",25,0,-117.79056367165697,"{0: 14, 1: 1, 2: 9, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9185122844014574}",20,0,-116.57660941595718,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.9139311852712282}",20,0,-121.62690365264238,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.9093729344682314}",20,15,-3.534873615465135,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.5, 'e': 0.9048374180359595}",20,12,-55.27169948987457,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
21,False,"{'a': 0.5, 'e': 0.9003245225862656}",25,0,-82.74174847158501,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.8958341352965282}",20,0,-82.54426559274197,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.8913661439068313}",25,0,-101.12191157114175,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.8869204367171575}",20,0,-16.13067217306507,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.8824969025845955}",20,0,-172.50517248458408,"{0: 10, 1: 2, 2: 2, 3: 4, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.8780954309205613}",20,3,-80.27484938785562,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 1}",1
27,False,"{'a': 0.5, 'e': 0.8737159116880344}",20,0,-58.856613102208115,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.8693582353988059}",25,0,-68.55225350619297,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.8650222931107413}",20,0,-155.83169813839365,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8607079764250578}",35,0,-116.51423825539331,"{0: 23, 1: 6, 2: 3, 3: 2, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.8564151774836135}",25,0,-117.50171237691023,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.8521437889662113}",20,0,-61.13762290014522,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.8478937040879159}",20,0,-197.84593413994662,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
34,False,"{'a': 0.5, 'e': 0.8436648165963837}",25,0,-145.5729953352306,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.8394570207692074}",20,0,-63.876864602741264,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-115.0290273035103,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.8311042838521256}",25,0,-131.97781222428515,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.8269591339433623}",25,0,-170.81001423398325,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.8228346580560184}",20,12,-46.716663482484854,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.8187307530779818}",30,8,-161.22848907164024,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 2}",1
41,False,"{'a': 0.5, 'e': 0.8146473164114145}",25,1,-140.85328272919693,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 3}",1
42,False,"{'a': 0.5, 'e': 0.8105842459701871}",35,0,-199.6941154515942,"{0: 20, 1: 3, 2: 7, 3: 3, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.8065414401773269}",20,16,5.940881655615085,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.8025187979624785}",20,0,-37.20195553182176,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.7985162187593771}",20,0,-102.70360840197789,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.794533602503334}",20,0,-64.87587595507316,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.7905708496287356}",20,0,-46.187102085202085,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.7866278610665535}",25,1,-63.49059259580748,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
49,False,"{'a': 0.5, 'e': 0.7827045382418681}",20,0,-128.0733165551915,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.7788007830714049}",25,0,-174.99520226269752,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.774916497961081}",35,0,-100.79891193136962,"{0: 25, 1: 5, 2: 3, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.7710515858035663}",30,1,-136.21855277726263,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 2}",1
53,False,"{'a': 0.5, 'e': 0.7672059499758557}",25,0,-54.96149433233876,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.7633794943368531}",25,2,-55.198879679823705,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.7595721232249685}",30,0,-140.29865123726876,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.7557837414557255}",25,0,-76.62812933580341,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.7520142543193826}",25,4,-108.52707095900243,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.7482635675785653}",30,0,-191.65066706569462,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
59,False,"{'a': 0.5, 'e': 0.7445315874659094}",30,0,-201.7618048562271,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
60,False,"{'a': 0.5, 'e': 0.7408182206817179}",25,0,-220.1012573756355,"{0: 13, 1: 1, 2: 5, 3: 3, 4: 3}",0
61,False,"{'a': 0.5, 'e': 0.7371233743916278}",20,2,-23.46865248380333,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.7334469562242892}",30,5,-31.47170370680175,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.7297888742690568}",20,2,-66.23447111958556,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.7261490370736909}",20,0,-54.316036644840196,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.7225273536420722}",25,0,-112.56748615923074,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.7189237334319262}",30,0,-140.84216474900657,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.7153380863525599}",20,7,-71.59258425012449,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
68,False,"{'a': 0.5, 'e': 0.7117703227626097}",20,2,-164.93432768362715,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 4}",1
69,False,"{'a': 0.5, 'e': 0.7082203534678}",20,0,-67.50298497881991,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.7046880897187134}",20,0,-4.068940224572286,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.7011734432085724}",25,0,-13.350902700788629,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.697676326071031}",25,0,-105.72683615837312,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.6941966508779789}",30,0,-72.81111207748602,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.6907343306373547}",25,0,-178.76955791133412,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
75,False,"{'a': 0.5, 'e': 0.6872892787909722}",20,0,-62.06996054690929,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.6838614092123558}",20,0,-42.64945083917281,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.6804506362045877}",30,0,-79.53968133248829,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.6770568744981647}",25,0,-183.81131125174434,"{0: 13, 1: 4, 2: 2, 3: 4, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.6736800392488677}",20,11,-51.30780555806516,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.6703200460356393}",20,0,-102.87301607872031,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.6669768108584744}",20,2,-100.33380703945825,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
82,False,"{'a': 0.5, 'e': 0.6636502501363194}",30,0,-122.18065733295346,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
83,False,"{'a': 0.5, 'e': 0.6603402807049829}",20,15,-13.40371133786632,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.6570468198150567}",25,0,-29.787434905794225,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.6537697851298473}",25,0,-69.11511965167001,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.6505090947233165}",20,0,-21.216473790225816,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.6472646670780347}",20,8,-74.48686354663876,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.6440364210831414}",25,0,-85.90326489503182,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.6408242760323187}",20,0,-70.24628419840279,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.6376281516217733}",25,0,-59.4145144227948,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.6344479679482282}",20,0,-109.30392000110763,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.631283645506926}",25,17,2.1930118266232013,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.6281351051896408}",25,5,-104.9711498679343,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",1
94,False,"{'a': 0.5, 'e': 0.6250022682827008}",25,0,-80.74212384615272,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.62188505646502}",25,0,-35.68632623759862,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.6187833918061408}",30,2,-58.31553168058919,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.6156971967642851}",20,0,-141.6678147257945,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,4,-28.685338508169046,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.6095709072963093}",20,0,-21.187665924580465,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,0,-21.256683985964116,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.6035055754270405}",20,0,-78.7814008452598,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.6004955788122659}",20,5,-70.12755780794615,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.5975005946182375}",30,0,-64.46661220286126,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.5945205479701944}",25,0,-34.53433799071874,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.5915553643668151}",30,5,-57.79341772283932,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",1
106,False,"{'a': 0.5, 'e': 0.5886049696783552}",25,13,-29.24153540125768,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.5856692901447937}",20,0,-61.752687872804486,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,0,-38.54118925776686,"{0: 19, 1: 3, 2: 1, 3: 2, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.5798417833398464}",20,0,-58.755007396273946,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,13,-42.834352245626995,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.574072261196436}",25,0,-58.652874089195734,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,0,-71.17656504118138,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.5683601467575404}",20,0,-12.832774951669203,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.5655254386995371}",20,0,-69.29540207165186,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.5627048688069557}",25,0,-60.6081072553873,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.559898366565402}",25,2,-27.930734846553207,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.5571058618121739}",30,0,-127.40498415577424,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.5543272847345071}",30,20,11.446459522150336,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.5515625658678298}",25,3,-94.37975583916216,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
120,False,"{'a': 0.5, 'e': 0.5488116360940265}",25,9,-42.10459266055367,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.5460744266397094}",20,6,5.7868537661454,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.5433508690744998}",25,0,-57.907340855949435,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.5406408953093166}",20,12,12.497251100866164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.5379444375946745}",25,0,-39.61862417828814,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.5352614285189903}",30,6,-47.4528107255544,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.5325918010068972}",20,8,-53.93631705690703,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.5, 'e': 0.5299354883175685}",20,10,-53.78296082326516,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.5272924240430485}",35,8,-33.5335771437955,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",1
129,False,"{'a': 0.5, 'e': 0.5246625421065929}",25,0,-131.05102036114258,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
130,False,"{'a': 0.5, 'e': 0.522045776761016}",20,0,7.417316852986653,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.5194420625870482}",25,10,-60.0910955084387,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.5168513344916992}",25,0,-128.45998608984107,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.5142735277066319}",20,16,7.6180209414640485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.5117085777865424}",25,0,-80.4175014653748,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.5091564206075492}",25,14,2.0912488628849237,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.5066169923655895}",20,0,-3.0636577398241043,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.5040902295748255}",30,2,-25.941534338688996,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.5015760690660555}",30,13,-79.60845355123573,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.49907444798513595}",30,18,-47.189400977338124,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.49658530379140947}",25,13,7.863099491312784,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.4941085742561417}",25,0,-197.18741009864223,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
142,False,"{'a': 0.5, 'e': 0.4916441974609651}",20,0,-18.415962971741447,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.48919211179633154}",30,0,-39.10773826166966,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.4867522559599717}",20,0,-61.71545344414589,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.48432456895536247}",20,0,-98.73319710516812,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.48190899009020244}",20,11,-82.18529426919528,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
147,False,"{'a': 0.5, 'e': 0.4795054589748941}",20,0,-4.907398869340621,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.4771139155210344}",25,0,-17.103631675408426,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.4747342999399124}",20,15,7.719277052208121,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.4723665527410147}",25,0,-80.04288416363084,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.47001061473053796}",25,15,-22.10037175229573,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.46766642700990924}",20,8,-88.29912089304652,"{0: 6, 1: 2, 2: 1, 3: 2, 4: 1}",1
153,False,"{'a': 0.5, 'e': 0.4653339309743134}",25,1,-45.07315656442496,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 1}",1
154,False,"{'a': 0.5, 'e': 0.46301306831122807}",20,0,-42.68316668139596,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.4607037809989658}",30,21,3.5427826267681013,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.4584060113052235}",25,5,-73.44542366837602,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.4561197017856392}",30,15,5.998006051970441,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.45384479528235583}",20,14,1.002978798229686,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.4515812349225922}",20,0,-124.81869218880095,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,13,11.682086504266218,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.4470879265593564}",25,0,-63.944585080512326,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.4448580662229411}",35,15,11.038221264475187,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.4426393273613511}",25,15,19.747501668477046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.44043165450599925}",25,0,-14.06425328173358,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.4382349924649492}",20,0,-120.27834409621951,"{0: 9, 1: 6, 2: 2, 3: 2, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.43604928632153556}",20,10,21.528916153824955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.4338744814329909}",25,0,-56.040001142795695,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,14,-6.551765220994407,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.42955735821073915}",30,11,-57.225551927560076,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.4274149319487267}",25,8,-10.219190619798823,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.42528319108227414}",20,10,-32.049177620792214,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.4231620823177488}",20,0,-22.778133490661887,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.4210515526273212}",25,2,-7.467062855471722,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.418951549247639}",20,3,4.192354056762301,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.4168620196785084}",20,0,-13.56864390870964,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.4147829116815814}",25,8,-24.859490079145864,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.4127141732790497}",20,4,-45.85570531278579,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,8,-13.04611726673144,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.40860759864084845}",20,0,-17.841815688591367,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.4065696597405991}",25,8,-24.63064514000109,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.5, 'e': 0.4045418851030188}",20,15,-13.871487972740912,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.40252422403363597}",20,14,-31.00556421111726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.4005166260908188}",20,0,-39.4487791388838,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.39851904108451414}",30,0,-72.04456374067686,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
