trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
691,False,"{'a': 0.5, 'e': 0.031587304356090785}",25,16,15.136812135158145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.03142976201836771}",25,7,26.82904353402863,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.03127300542633206}",20,9,16.813101910135792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.03111703066106086}",25,20,9.326478195217753,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.030961833823176882}",20,0,29.183427171910818,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.030807411032751076}",20,14,8.96758709882491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.030653758429205646}",30,15,11.79472137256423,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.030500872171217483}",20,11,16.419120502772063,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.030348748436622202}",20,9,18.330769191102412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.0301973834223185}",20,9,21.396387256538855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.03004677334417314}",30,13,28.2982479743811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.029896914436926308}",20,5,23.168414770051847,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.029747802954097544}",20,10,19.158283880702314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.029599435167892}",25,14,18.12787016417794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.02945180736910729}",20,13,-8.730556368216618,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.029304915867040746}",25,15,17.47253648234546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.02915875698939719}",20,14,12.520502330796468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.029013327082197053}",30,14,29.317881984174697,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.028868622509685086}",25,3,33.84429246821031,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.028724639654239423}",20,9,20.856233130729386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.028581374916281203}",25,0,38.31589204645666,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.5, 'e': 0.028438824714184505}",20,5,2.7274748886724356,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.028296985484186854}",25,1,35.96429205848827,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.028155853680300096}",25,18,10.687806399825647,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.028015425774221808}",25,7,25.23005944133426,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.027875698255247015}",20,6,25.577832855470955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.027736667630180466}",25,3,27.868952094342276,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.027598330423249287}",25,20,10.476902291411857,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.027460683176016094}",30,7,36.48101405037799,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,13,12.989817901720356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.027187444813053317}",25,15,16.26132830890966,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.027051846866350416}",30,22,15.131703220652437,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.026916925217228112}",30,0,40.19248167748802,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
724,False,"{'a': 0.5, 'e': 0.026782676492638175}",20,7,24.50424559368814,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.026649097336355485}",30,20,20.279227067950305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.02651618440889418}",20,7,-3.713217382787328,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.02638393438742414}",25,0,27.402572513315803,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
728,False,"{'a': 0.5, 'e': 0.02625234396568796}",20,12,15.291166363613048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.026121409853918233}",20,15,9.32093128769099,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.025991128778755347}",20,0,22.95905141780143,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.5, 'e': 0.025861497483165623}",25,7,34.113815470615194,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.02573251272635994}",20,14,10.82185773229926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.025604171283712656}",25,11,19.035723043377086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.025476469946681016}",25,8,-55.89583804866482,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
735,False,"{'a': 0.5, 'e': 0.02534940552272493}",30,4,42.09935762090618,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.025222974835227212}",20,0,26.716250693654906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
737,False,"{'a': 0.5, 'e': 0.025097174723414068}",20,0,28.163845265859607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.024972002042276155}",30,13,17.39005721068828,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.024847453662489916}",20,12,11.952822747908812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.024723526470339388}",25,13,18.490001166356706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.024600217367638302}",30,0,19.906103565368657,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
742,False,"{'a': 0.5, 'e': 0.02447752327165267}",25,5,29.434420262276184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.024355441115023704}",25,3,25.71363295012724,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.024233967845691113}",20,2,26.492197587184748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.024113100426816865}",20,6,25.826728690288313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.023992835836709175}",25,0,25.79255137469385,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
747,False,"{'a': 0.5, 'e': 0.023873171068747034}",20,3,11.675428771136971,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.023754103131304997}",25,13,14.815394437715323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.023635629047678443}",20,9,24.264140582094345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.023517745856009107}",25,13,23.241344175805246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.023400450609211056}",25,10,29.751234203084287,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.023283740374897}",30,17,16.302372951248913,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.02316761223530502}",20,0,28.655071333132604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
754,False,"{'a': 0.5, 'e': 0.02305206328722557}",20,0,11.254497623912087,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.02293709064192893}",30,24,11.226624222151228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.5, 'e': 0.02282269142509297}",25,0,34.47416693220695,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
757,False,"{'a': 0.5, 'e': 0.022708862776731332}",20,0,25.420415143537436,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
758,False,"{'a': 0.5, 'e': 0.022595601851121864}",20,0,27.344979451196544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
759,False,"{'a': 0.5, 'e': 0.02248290581673553}",30,20,19.00933346472101,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,16,8.708621711106119,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.02225919716605721}",20,0,32.252678444472316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.022148178957037315}",35,21,25.662785345231182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.022037714453644896}",30,15,22.54882518600208,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.02192780089426161}",20,12,7.625185345741775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.021818435531042762}",30,13,22.854392897095988,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.02170961562984857}",35,3,43.51003128316523,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.021601338470175833}",20,11,15.15098011823606,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.021493601345089923}",25,14,18.82785903275063,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.02138640156115709}",30,20,14.423560132049444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.02127973643837717}",20,8,4.045278285782854,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.5, 'e': 0.02117360331011653}",20,14,9.982542076564528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.5, 'e': 0.021067999523041434}",25,8,29.581451052306356,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.0209629224370517}",30,3,36.759136237531415,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.02085836942521472}",20,6,25.425241916281973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.5, 'e': 0.020754337873699742}",20,9,19.25819858067549,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.020650825181712566}",20,0,25.71415199290619,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
777,False,"{'a': 0.5, 'e': 0.02054782876143049}",20,0,30.492949863646157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
778,False,"{'a': 0.5, 'e': 0.020445346037937653}",25,1,34.569895362880104,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.5, 'e': 0.020343374449160633}",25,16,15.037084169250434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.02024191144580439}",20,0,25.53155583128248,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.02014095449128855}",20,9,20.128235510589732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.5, 'e': 0.020040501061684014}",20,0,33.61306740883101,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
783,False,"{'a': 0.5, 'e': 0.019940548645649796}",30,21,12.186474819743566,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.019841094744370288}",35,12,37.61680992151657,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.5, 'e': 0.019742136871492774}",20,7,21.468167167127493,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.019643672553065292}",20,5,28.140775111163713,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.5, 'e': 0.019545699327474745}",20,12,13.644853566907717,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.01944821474538539}",25,11,29.13118408359466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.5, 'e': 0.01935121636967759}",25,11,25.096957088407073,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.5, 'e': 0.01925470177538692}",20,7,23.17523279719372,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.5, 'e': 0.019158668549643484}",30,1,39.373509220297784,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.019063114291611637}",25,17,11.462569471067654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.01896803661242994}",25,8,29.465612115141074,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.5, 'e': 0.018873433135151486}",20,6,23.239687636855304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.5, 'e': 0.0187793014946844}",30,11,10.006017567722427,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.018685639337732773}",25,17,15.087949841009525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.018592444322737798}",20,0,24.650789241015154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
798,False,"{'a': 0.5, 'e': 0.018499714119819242}",25,15,15.87830053325637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.018407446410717215}",35,27,16.39851055257395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.01831563888873418}",20,6,21.50134041760163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.5, 'e': 0.018224289258677303}",30,20,18.73492291213098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.018133395236801075}",25,18,11.19488082453978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.018042954550750216}",20,3,17.258022542909753,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.5, 'e': 0.01795296493950285}",20,14,9.563025256170064,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.5, 'e': 0.017863424153314034}",25,19,11.310196013086482,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.5, 'e': 0.01777432995365944}",30,18,23.70786430567263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.017685680113179437}",30,12,34.51078032749571,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.5, 'e': 0.017597472415623393}",20,4,24.305542354115865,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.5, 'e': 0.017509704655794274}",20,11,16.562564793976332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.017422374639493515}",25,0,33.27841692561857,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
811,False,"{'a': 0.5, 'e': 0.01733548018346616}",20,0,31.129547705881357,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
812,False,"{'a': 0.5, 'e': 0.017249019115346265}",30,18,-20.450580817367598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
813,False,"{'a': 0.5, 'e': 0.017162989273602654}",25,10,24.28049647081651,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.017077388507484793}",20,3,19.796766118965383,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.016992214676969066}",20,5,20.990323072860434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,False,"{'a': 0.5, 'e': 0.01690746565270528}",20,0,26.186524911691645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
817,False,"{'a': 0.5, 'e': 0.016823139315963402}",30,13,31.54907569967268,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,False,"{'a': 0.5, 'e': 0.016739233558580632}",25,11,18.09408062145096,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.016655746282908664}",20,0,29.1090823043228,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
820,False,"{'a': 0.5, 'e': 0.016572675401761255}",25,20,8.20779027055152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,False,"{'a': 0.5, 'e': 0.016490018838362035}",30,3,35.23017876399677,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.016407774526292645}",20,14,9.240680463084718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.016325940409440985}",25,19,12.273846876108962,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.01624451444194987}",25,12,22.199571986567243,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.5, 'e': 0.016163494588165874}",25,18,13.308309437175012,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.5, 'e': 0.016082878822588433}",20,13,13.750155139355096,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.5, 'e': 0.016002665129819207}",35,10,41.932347222735565,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,17,12.618940446289201,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.0158434359513211}",25,20,9.416183238581755,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.015764416484854486}",20,12,13.053929795734861,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.015685791129621054}",25,11,25.90278815782529,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.01560755791998283}",25,17,17.398622506511074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.5, 'e': 0.015529714900105502}",20,0,24.302165315305178,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
834,False,"{'a': 0.5, 'e': 0.015452260123909515}",25,12,23.057582572799028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.5, 'e': 0.015375191655021433}",20,16,7.200687747875653,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.5, 'e': 0.015298507566725518}",20,7,21.661606138512536,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.015222205941915557}",30,13,29.27589441602947,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.5, 'e': 0.01514628487304698}",20,14,11.064738655739037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.015070742462089098}",20,0,18.77891600160154,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
840,False,"{'a': 0.5, 'e': 0.014995576820477703}",25,14,19.47799978537802,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.014920786069067842}",20,10,15.667868821444221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.014846368338086832}",25,0,37.61320766190319,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
843,False,"{'a': 0.5, 'e': 0.014772321767087523}",20,9,22.45996504483495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.014698644504901784}",20,16,7.408470874515162,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.014625334709594222}",20,7,25.969092878230537,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.014552390548416123}",20,5,11.24844477019072,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.014479810197759686}",25,15,17.330889056757957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.01440759184311235}",35,9,41.63571408029253,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.01433573367901149}",30,14,22.159809691514628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.014264233908999256}",25,3,35.742648099359556,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.014193090745577676}",20,10,18.11474034656891,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.014122302410163962}",25,19,13.404173058541897,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.014051867133046037}",30,6,38.75831378315138,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.013981783153338296}",25,16,15.018594721331882,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.01391204871893762}",25,0,35.55330414814869,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
856,False,"{'a': 0.5, 'e': 0.013842662086479501}",20,10,17.70776496807177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.013773621521294518}",20,10,15.850321230354078,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.013704925297364945}",25,14,22.84416051637496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.013636571697281604}",20,16,8.794931669708516,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.013568559012200934}",20,11,15.745983317710145,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.013500885541802265}",20,0,26.894579104495726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
862,False,"{'a': 0.5, 'e': 0.013433549594245302}",25,16,13.898675954152118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.01336654948612787}",30,12,28.450175174012756,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.013299883542443767}",25,16,19.036256818237582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.013233550096540928}",35,26,17.847870344075716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.013167547490079751}",20,0,33.038373830618546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.013101874072991637}",25,17,14.614286495097373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.013036528203437736}",25,14,16.990128334433013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.012971508247767908}",25,6,30.670710485379864,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.012906812580479862}",25,7,24.208085906151695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.01284243958417857}",25,0,33.92284467437672,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
872,False,"{'a': 0.5, 'e': 0.01277838764953576}",30,0,45.66978605203483,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
873,False,"{'a': 0.5, 'e': 0.012714655175249731}",25,20,9.045174053587775,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.012651240568005305}",30,0,37.92241092878909,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
875,False,"{'a': 0.5, 'e': 0.012588142242433998}",20,9,19.847449418011085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.012525358621074385}",25,9,18.331744825692635,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
